STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,TRANSFORMATION,Transformation,ADJUSTMENT,Ajustement,SEX,Sexe,AGE,Âge,ACTIVITY,Activité économique,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1970,,49220,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1971,,49592.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1972,,49876.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1973,,50825,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1974,,50668.33,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1975,,50776.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1976,,51292.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1977,,51962.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1978,,52673.33,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1979,,53250.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1980,,53711.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1981,,54196.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1982,,54858.33,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1983,,55917.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1984,,56318.33,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1985,,56631.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1986,,57185.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1987,,57712.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1988,,58399.17,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1989,,59310.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1990,,60235,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1991,,61160,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1992,,61689.17,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1993,,61980.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1994,,62112.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1995,,62215.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1996,,62556.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1997,,63116.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1998,,63074.17,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1999,,62860,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2000,,62729.17,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2001,,62596.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2002,,62015.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,61780,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2004,,61520,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2005,,61461.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,61428.33,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,61353.33,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2008,,61085,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,60708.33,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,60470.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2012,,59550.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,59411.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,59106.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,58779.17,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,58874.17,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,58985,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,59546.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,59795.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,59571.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2021,,59805.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2022,,59745.83,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2023,,59946.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1970,,79550.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1971,,81232.84,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1972,,83920.91,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1973,,86456.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1974,,89016.09,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1975,,90818.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1976,,93263.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1977,,96074.91,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1978,,99181.09,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1979,,101859.6,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1980,,103884.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1981,,105627.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1982,,107174.6,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1983,,108509.9,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1984,,110611.3,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1985,,112554.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1986,,114824.4,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1987,,116745.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1988,,118384.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1989,,120409.4,,,,A,Normal value,3,Thousands,0,Zero
