STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,TRANSFORMATION,Transformation,ADJUSTMENT,Ajustement,SEX,Sexe,AGE,Âge,ACTIVITY,Activité économique,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1998,,4833.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1999,,4878.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2000,,4952.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2001,,5022.9,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2002,,5085.35,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,5104.55,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,5170.925,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,5196.025,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,4998,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,5010,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1999,,2541.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2000,,2580.1,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2001,,2622.275,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,2614.325,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,2650.425,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,2645.95,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,2753,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,2740.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2012,,2768,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,2777,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,2780.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,2795.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,2815.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,2802.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,2789.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,2779.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,2749,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2021,,2708.925,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2022,,2729.6,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2023,,2721.525,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1999,,931.2,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2000,,942.35,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2001,,952.95,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2002,,950.225,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,943.025,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,997.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,1006.85,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,1008.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,1006.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,989.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2012,,988,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,982,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,983,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,983.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,974.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,1002.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,1006.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,1007.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,1004.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2021,,1002.2,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2022,,1006.85,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2023,,1006.775,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,1999,,17317.68,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2001,,17941.65,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2002,,18855.53,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,19632.15,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,21630.63,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,22280.93,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2008,,22908.47,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,22656.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2001,,4467.875,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2002,,4482.2,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,4500.725,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHE,Suisse,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,4121.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHE,Suisse,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,4170.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHE,Suisse,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2008,,4257,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHE,Suisse,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,4687,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,TUR,Türkiye,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,21832.6,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,TUR,Türkiye,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,22235.45,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,TUR,Türkiye,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2008,,22908.05,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,TUR,Türkiye,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,23744.4,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,TUR,Türkiye,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,24690.6,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,TUR,Türkiye,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,25768.57,,,,A,Normal value,3,Thousands,0,Zero
